	H1C	H2C	H3C	C1C	C2C	C3C	gor1C	Pon1C	SiaC1	SiaC2	rhesus1C	rhesus2C	rhesus3C	Bab1C	Bab2C	Bab3C	Mar1C	Mar2C	Mar3C	sqmnky1C	saki1C	ateles1C	ateles2C	Nem1C	patas1C	patas2C	patas3C	lemur1C	lemur2C	eulemur1C	sleloris1C	slowloris1C	slowloris2C	pygslowloris1C 
NM_016200.4	883	176	608	1090	177.4	181	768	302	148	554	416.99	451.49	294.26	623	168	218	886	730	693	505	426	255	251	382	729	1092	1112	347	432	190	20	183	54	157
NM_016217.2	3	4	0.95	716	382	277	46.87	14	4	21	6	13	1	48.89	45.24	37.04	5	43	30	240	38	13	6	1	14	41	15	4	13	42	6	17	3	25
NM_016231.4	199.56	25.99	208.43	348.33	178.94	311.59	310	209	101	408	1022	962.39	654	1009	572.18	343.7	617	520	630	262.84	413.3	60.35	513.82	778	781	1446	950	242	211	253.24	109.37	265	109	497.88
NM_016243.2	750	187	606	344.68	413.96	592.32	497	355.87	436	598	581	552	319	2798	4516	4704	939.75	806.97	637	111	261.73	1768	655	509	744	811	600	719	405	965	80	1868	1461	970.55
NM_016255.2	2340	694	1539	3167.17	1294	971	1326	2450	1288	2742	2860	2329	1688	2714	713	594	3362	3411	3491	1332.63	2053	2303	1087	2049	1654	2734	2657	1854	832	389	8	1618	191	1686
NM_016320.4	993	290	602	1971	1169	505	1506	10	710	1208	1663	1579	910	2220.5	2214	1353	3823.75	3454.26	2541.1	1678	1393.98	944	39	982	1345	1582	1944	1855	1148	1083.84	171	1413.23	292.36	3184.7
NM_016322.3	4233	1046	3200	5311	3320	2559.76	3155	2314	2504	5243	5376	4608	3213	3981	2232	2123	6283	6787.96	6561.61	1839	3123	2748	3309.86	3894	4792	6285	5504	2928	1485	5346	1360.09	1739	2101	3611.16
NM_016422.3	302	80	343	1125	832	1267	448.37	483	359.78	987.44	715	817	482	758.34	395	166	1262	1372	1334	689	303	465	21	264	690	1423	643	1142.94	597.1	1217	1316	482	119	527
NM_016470.7	759	203	547	794	530	297	543	410	504	786	971	674	471	770	424	279	770	708	573	363	323	646.9	385	734	896	872	765	1257	832	353	162	390	245	1017
NM_016485.4	1517	311.9	1176	1804	1202	802	1270	737	749	1526	1309	1185	814	1091.55	372.78	339.52	1484	1339	1340	543	357.88	454	732	1105	832	1110	953	1337	727	1166.77	54.5	1543	144	7111
NM_016531.5	559	187	449	358	132	273	749.06	86.99	218.45	317.92	714	518	389	678	368	247	1847.86	1662.66	1568.14	866	985	1015.5	930.22	540	425	355	303	228.03	289.99	243	49	172	51	1152
NM_016533.5	105	19	152	89	195	100	36	22	291	315	126	77	57	140	410	374.92	70	50	35	13	10	130	158	86	197.92	242.39	108.13	198	85	123	23	15	38	151.69
NM_016824.4	1676	364	974	3237	424	425	5137.67	314.77	3151	5994	8007.98	6393.81	4605.88	5513.56	1596.71	677.58	7191	6541	6649	2358	2155	3235.76	2361.75	4446.45	1536.52	3645.76	4442.33	3504.22	2422.54	2355	1364	6067.28	1294.71	7437.8
NM_016946.5	48.18	44	45.44	112	55	56	98	72	87	45	55	30	33	180	251	427	59	73	76	22.79	25	81	12	65	205	151	185	141	124	57	0	3	0	16
NM_017491.3	1468	398	1316	1991	1946	1838	1553	937	892.07	2137.32	1618	1906	878	2361	3667	4543	1321	1649	1397	1093	773	2161	645	1225	2431	2317	1805	5735	2692	4435	1126	2832	1402	5066
NM_017582.6	1754	596	1297	2831	2310	1471	750.24	572	1354	1635	2670	2377	1415	2453	2938	3132	2583	2732	2129	840.1	783.04	729	485	2452	2778	2820	2473	2592	2189	3104.04	711	1447	759	0
NM_017633.2	299	197	309	17	28	92	45	155	12	22	310	152	150	136	52	44	62	94.91	117.81	145	70	83	157	118	141	145	167	532	139	170	51	9	19.66	46
NM_017735.4	63.45	37.92	43.57	212	118	78	136.07	46	261.38	374.64	287	281	160	306	85	50	444.04	347.46	319.28	184	55	239	139	215	402	424	495	291	201	184.87	326.35	251	94.65	849
NM_017736.4	1281	489	783	1190	696	490	697	187.92	799	1849	1008	1091	741	1113	276	217	3289	2619	2884	1152	1687	1202	143	824.71	983	992	1019	3027	1580	1381	121.31	600	160	799
NM_017754.3	30	8	22	1035	141	66	811	503	146	877.8	702	597	504	709	474	315	285	269	223	714	879	558	168	688	360.16	571.5	967.87	1723	1612	132	154	1688.03	205	483
NM_017761.3	407	78	297	2801	1190	820	1313.58	942	1817	2978	3068	2173	1544	2986.74	1053.56	666.8	2238	2102	2206	1454.52	1046	1422	865	2099	2175	2667	2479	2722	2291	1426	431	799	1064	2700
NM_017801.2	383	182	275	302	186	321	58	95	104	148	676	521	291	53.35	49.64	33.94	873	687.14	488.17	576	215	212	72	339	233	240	233	298	140	228	27	279	296	4.88
NM_017813.4	2834	818	2282	2579	1193	442	716	370	1346	1742.97	1777	1690	997	1268	959	859	2466.32	2402	2334	1946	1236	878	376	782	774	1753	1501	712	397	695	34	721	62	835
NM_017822.3	835	199	494	1001.8	740	275.26	711.71	362	244	514	1054	854	506	915.82	678	517	718	705	567	338	254	569	84	711	601	628	658	1250	1198	991.04	404	382	120	834
NM_017845.4	449.7	98	352	139	83	42	231	176	118	231	145.93	138.77	84.8	226	149	94	394	371	358	71.7	161	191	260	78.71	111.05	188.89	91.99	1382	1146	600	154	309	124	1084
NM_017866.5	8626	2973.21	9419.51	623	611	594	317	396	8200	6834	597	496	262	622.34	829.45	1279.94	372.77	525.94	419.46	168.06	204	470	510	534	1046.29	1046.92	552	736	504	813	106	251	89	748
NM_017875.2	1066	311	666	1030	995	572	1020.89	432	785	1052	642.12	593.09	306.41	669.66	1143	1169	1000	1153	974	1194	1423	1404	327	576.05	991.31	836.53	877.54	1269	1060	825.2	121.64	169	96	629
NM_017913.3	1130	301	865	1238	615	475	661	581	447	735	1054	1028	598	926	427	523	2184	1929	2338	874	687	788	849	685	617.54	932.07	759.52	1319	902.06	419.46	303.43	649.94	395	888.8
NM_017934.6	3494	1337	2134	31.68	12	5.65	3449	442.89	2498	2198	3038	3394	2445	1290.06	537.58	525.55	8050.18	5053.75	5677.24	2638.07	2134.3	4033	6377	2524	3807	4420.75	5775	8921	2411	5038.15	14658	7879.57	9379.28	3875
NM_017998.2	348	113	276	248	130	104	121	249	130	305	147	96	74	96	95	88	229.58	232.48	98.58	62	106	193	193	92	175	130	103	400	396	451	70	182	72	428
NM_018036.6	2823	626	1440	3963	1194	386	3668	1545	779	2741	3786	3292	2130	1798	526	175	2798	2707	2450	2693	2612.42	747	21	894	1436.66	2810.86	3582.96	2809.91	1664	600.76	143	3327	265	1977
NM_018046.4	1453	365	1117	1509	507	642	1116	857	443	1337	1734	1711	1045	1919	515	258	946	883	989	523	956	731.51	365	1647	1495	1965	1619	927	1139	1253.49	1323	1695	959	1003
NM_018047.2	1963	629	1291	1819	1015	962	1169.07	621.7	1053	1648	489	467	255	225	202	159	2035.25	1640.51	1429	666.87	633.71	1314	525	1258	289	386	473	1113	829	1037	179	946.64	327.78	1496
NM_018064.3	1285	313	1141	1700.16	1206.63	1091.21	972.04	788.92	858	1640	1241	987	679	1493	1913	2152	1569	2024	1900	513	738.51	1109	681	846	1555.69	1683.19	1384.58	1630	1178	2150	273	536	217	1809.36
NM_018074.5	1106	273	636	870	1197	1631	406	309	783	759	684	709	242	685	963.37	1163	667	847	632	390	362.39	545	657	322.42	351.75	317.2	292.33	409	261	1057.85	160	252	156	696
NM_018079.4	83.56	11.15	53.19	105	90	93	81	140	78	157	205	157	145	278	64	52	340	260	316	323	232	124	112	43.22	193	312	326	95	48	94	47	536	279	814
NM_018085.4	259	58	194	810	418	215	643	608.08	298.58	1646.58	1862	1761	1089	1344.52	1180.67	895	2155	2092	1767	2328	1963	1498.64	331	816	817.36	1250.99	1564.63	1257	1079	1011	1452	611	273	2578.48
NM_018109.3	148.33	22.53	115.24	255.1	109.91	46.83	269	172	182	314	1607.02	1544.27	946.75	600	354	148	961.45	738.05	739.18	448.2	291	276	34	606.7	231	346	410	161.27	123.91	233	198	181	137	379
NM_018126.2	1006	199	648	354	85	117	210	221	74	327	670	492	370.19	505	331	224	388.27	409.54	523.77	709	398	289	214	245	299	623	477	1025	720	1587	8	335	37	269.76
NM_018133.3	448.97	33.56	302.78	1199	287	208	794	580	516	1246	792	623	401	1040	549	310	1702	1917	1941	1554	1249	882	179	383	383	635	720	971	829	652.96	2	1064	265	1212.06
NM_018138.4	186	46	96	237	40.37	2	218.87	101	110	352	251	197	135.04	177.1	124.4	104.92	378.51	350.72	323.92	143	109	328	48	95	175	248	126.5	74.53	114.97	263	2	243	186	1115
NM_018143.2	101	14	110	517	44.28	18.2	399	138	66.54	452	378	347	240	1234	461	742	1136	1427	1478	1262	641	643	58	156	1077	1008	891	512	383	612	359	1666	275	1034
NM_018156.3	1730	399	1115	684	628	288	453	700	696.14	3158.62	5178	5364	3039	2788	1756	783	6181	5694	4755	3903	3721	1856	145	1558	1093.72	1492.08	1645.86	1466	1255	1798	158	1929.67	457.99	3282.79
NM_018178.5	260	65	183	397	115	83	154	48.18	97	232	386	376	235	228	137	120	599	542	537	412.59	196.55	192	25.46	195	238	321	397	249	316	195	134	461	187	245
NM_018202.5	1865	403	986	2340.28	817	307	1901.32	1348	1361.52	1972.24	2194.92	2088.43	1311.6	2052	901	598	4882	4968	4125	2257	1797	2901.13	755	1720	2552	2878	3178	2372.79	1420.26	1515	1813.15	2620	1357	2719.4
NM_018227.5	587	128	390	782	167.17	111.09	836	364	85.27	583.64	809	733	571	823.22	106.15	43.11	1799	1329	1557	1438	827.89	1139.03	573.09	507	362.8	810.63	1058.98	779	502	800	892.55	1566	368	1915.32
NM_018241.2	287.37	39.22	240.79	705	163	45	403.25	342	326	835	761.37	719.11	388.9	786	479	302	1791	1536	1698	672	1130	1013	429	343	539	854	827	1307	1097	1116	459.92	769	216.65	1442
NM_018256.3	197	44	213	588	148.24	54.12	383	260	122	301	499	477	305	670	453	201	1055	1274	1185	711	412	469	231	382	427	701	587	891	641	449	229	533	249	470.07
NM_018279.3	302.42	73.29	270.12	256	149	563	314	470	112	265	1270	1193	733	580	323	384	541.24	560.19	580.2	280	450	397	138.7	347	561	769	574	580	437	1037	11	801	127	664
NM_018299.4	108.1	5.74	74.47	260	89	39	520.26	417	211	867	910	722	494	624	215	148	1199	1042	1308	778	790	506	246	466	451	832	796	997	519	493	271.49	917	336	731
NM_018317.3	97	28	81	230	88.32	85.99	81	190	58	164	325	350	212	193	67	60	468	413	391	146	163	207	125.31	103	190	272	250	86.12	88.08	179.84	36	159	72	201
NM_018351.3	71	17	34	13	9	10	82	69	88	106	213	224	134	115	44	6	95	109	108.1	55.55	60.53	55	23	53	122	179	224	15	21	62	5	64	15.42	70
NM_018362.3	1761	239	874	2707	372	240	1089.06	966	661	2223.6	1784	1590	1199	2018	589	324	1325	1576	1794	2206	422	1301	415	949.18	1178	2289	2006	1435	940	616.2	411	1359	681	1195
NM_018368.3	2497.13	662.64	1871.97	2146.35	1676.26	1559.7	1182	1114	447	1368	2591	2055	1478	2022	1109	1602	2738.46	2428.95	2369.97	340	508	599.99	620.97	1494.08	2215	2433	1969	517	549	783	120.52	515.59	332.07	2362
NM_018394.3	323	58	268.62	1127.11	975.37	769.6	637.73	737	817	1076	860	916	648	1040	618	437	845	880	786	320	233.46	466	275	1007	1136	1705	1303.8	329	289	431	106.95	187	72	466.26
NM_018425.3	1410	376	1106	440	348	210	856	781	394	994	1714	1594	839	2237.05	4654.2	5254.06	2245	2352	2015	1152	1367	1492	366	1018	2016	2251	2083	1388.17	995.22	2260	11	393	149	984
NM_018431.4	187	55	82	335	174	92	99	68.34	114	287	578	438	274	309	347	415	266	399	405	150	470	810	227	386	749	750	424	36	29	266.62	114	40	48	213
NM_018439.3	212	67	176	58.94	18	9.11	268	349	224	432	411.1	483.24	327.03	796	381	208	940	597	551	155.22	122	341	24.02	370	285	559	397	939	629	854	167.65	320	79	638
NM_018449.3	780.52	204.12	480.61	1052	603	946	829	1135	954.66	1518.74	714.25	738.64	401.03	842.42	1091.92	870.53	1311.93	1259.44	1028.45	688	495	639.19	270.8	622	806.85	700.38	922.41	674.15	465.88	1066	229	799	385	1589
NM_018453.3	1157	271	824	925	579	543	788	333	645	718	1187	992	706	883	410	837	857	752	727	346	305	702	706	1094.97	916	974	958	1411	926	1925	275	795	303	869
NM_018471.2	2870	1101	2293	2843	1290	2740	1508.37	1202.85	2177.34	2776.61	1924	1915	1124	2062	522.11	453.65	2378	2133	2292	1441	1451.04	2701	2480	1761	2085	2576	2009	12163	3049	5430.16	7224	3935	7264	2347
NM_018490.3	1354	346	825	1467	654	339	822	791	427	1142	875	890	654	1051	384	305	2658	2450	2837	1385	1414	1177	817	583	459	918	813	837	765	1020	10	1191	298	4216
NM_018622.6	1137	303	1034.11	986	1414	1464	995	518	929	930	819	723	454	597.7	880.36	1148.15	3489.53	3854.34	3234.45	552.61	1295	1618	575	817.15	757	835	631	1620	1013	2037.15	535.74	689	492	1791
NM_018638.4	1378	246	946	2714	1210	1253	980	181	868	2229	1677	1358	1163	2380	739	705	1147.68	1287	1387.46	1106.79	1427	224	50	1770	1742	2464	1508	1438	571	187	45	924.05	61	3198
NM_018686.5	1967	511	1382	1386	1026	711	1108	698	806	1300	1728	1550	1155	1738	1179	1132	1394	1462	1346	340.65	907	2018	334	1865	1729.1	2133.79	1539.15	2057	1205	1274	394	673	395	2192
NM_018696.2	77.69	40.75	45.37	148	89	58	292	83.23	159	343	309	345	228	214.49	109.17	132.67	519	427	323	151	235.31	247	72	97	290.22	429.29	522.92	1258.39	812.58	300.11	129	769	196	652
NM_018711.4	1489	389	708	1660	1318	498	877	844	1344	2168.23	2682.03	2184.03	1412.24	3812.29	5806.4	7703.91	1929.58	2519.49	2194.71	2364	1913	1655	391	2412.37	662	755	484	7303	4506	9813	1398	2748.72	728	2283
NM_018841.5	325	122	290	86	22	271	126	416.49	222	284	173	103	97	113	70	42	217	231	299	32	21	154	177	100	46	60	25	83	45	48	5	47	2	111
NM_018843.3	707	123	572	690	263	99	609	229	207	581	638	705	400	622	293	143	1604	1386	1266	360	418	1421.04	291.18	696	530.17	757.19	657	186.71	140	180.14	107	276	273	329
NM_018927.3	84	18	65	210.18	104.05	125.78	54	33	4	38	26	40	12	31	93	137	1	3	2	17	13	42	0	8	11	22	29	276	170	76	74	682	218	734
NM_018965.3	31	9	124	31	203	153	10	26.96	12	47	62	38	19	35	134	38	287.57	340.1	240.83	18	16	39	84	26	155	98	48	276	288	50.3	10	24	24	135
NM_018992.3	553.04	248.09	407.99	490.35	399.86	308.09	903.38	887	1625.31	2332.31	5774.39	5007.17	2838.4	714	1246	1462	584	690	491	198	255	281	238	437	724	721	670.93	641	312	607.51	93	235	84	143.42
NM_019048.2	1506.78	288.15	1425.43	1442	731	436	869.07	863	980.24	1789.96	1688	1574	969	1596	426	447	2869	2814	2762	508	482	850	366	1148.81	1171.7	1255.13	1087.37	1493	2131	2802	356.65	967	392.96	1338.38
NM_019071.2	485	213	266	8315.07	2609.35	3363.86	211	164	64	314	581	635	381	363	100	41	1532	1217	1193	619	933	216.16	391	468	185.78	281.94	385.01	202	182	181	31	352	174	571.35
NM_019074.3	118.63	74.18	101.58	130	160	91	26	67	35	36	65.53	34.57	22.33	75	257	304	81.17	86	45.35	38	12	111	68	6	114	120	75	146	106	118	0	7	2	6
NM_019095.5	748	197	544	837	452.76	386.83	360	186	343	449	466	422	287	582	270	277	214	331	281	85.14	189	285	110	469	293.29	481.35	225.62	518	533	638.61	91.05	98	29	248.37
NM_019596.5	1	2	3	13	0	0	8	1	1	2	5	16	3	18	0	0	2	7	0	17	1	27	0	7	8	9	10	5	2	4	98	133	68	116
NM_019849.2	1136.96	609.64	799	982	1029	2000	33.45	11	63.85	39.36	2335.56	2681.77	1071.89	96	267	439	196	258	225	32	80	83.69	98.4	28.17	163	236	160	125	253	3719.33	129	1960	865	344
NM_019886.3	165	74	262	117	193	261	142	86	142	143	99	141	52	123	418	456	10.37	62	47	210	10	163	207	81	226	293	148	83.38	103.29	136	8	145	56	65
NM_020122.4	1239.61	398.63	771.1	1813	1335	796	1103	1023	1061	1704	1598	1415	888	1747	1092.92	1117.31	1628	1688	1609	679.32	1202	1181	790	1236	1709	1942	1657	1846	1163	1572.77	637	1060.79	509.88	1701
NM_020123.3	1607	513	1461	2664	849	689.29	1876	1900	919	2081	2049	1949	1228	2445.43	844	562	4748	4180	4454	2261	2151.2	2546	1127	829	1112.08	1993.39	1525.21	1478	972	3198	729	2137	775	4118
NM_020163.2	334	359	559	107	51	228	744	330	282	468	78	83	24	66	268	400	79	186	99	33	1	3836	21	106	207	157	234	108	60	46	9	70	67	26
NM_020189.5	1349	387	926	1138.1	394.41	502.76	817	426.27	1113	1349	773.59	803.9	575.63	775.12	428.75	602.73	2008	1616.7	1191.05	373.16	418.34	934	343	573	809.73	937.78	755.4	1167	729	1284	363	506	302	1595
NM_020198.2	2982	687	1778	4132	1115	624	2709	1647	1667	3729	2787	2405	1736	2819	868	556	3897.92	3702.31	2786.62	937	1201	2605	699	2353	3599	4649	3509	2382.05	1537.73	3054	356	2000	907	3510
NM_020309.3	14844	4159	5935	6093	6021	7868	10475.65	2743	5489.5	5930.23	6566.3	5555.65	2741.41	14733.65	24374.62	36712.15	5858.52	6132	5200	2009	5441.69	6664	5104	7898	5810.26	6458.87	5610.21	4841	4307	20090	3384	5436.2	2343.39	9897
NM_020315.4	3587	1187	2392	3124	8675	6581	2203	5	1885	2360	2018	2008	1181	2198	5900	8770	1544	1930	1476	756	939	2394	4411	2214	4272	4039	2937	3039	2293	5029	710	1717	652	4027
NM_020354.3	41	17	23	16.36	32	1.61	31	41.72	17	29	186	169	89	173	97	53	193	150	143	29	52	196	343	15	61	131	212	49	83	26	27	155	71	243
NM_020365.4	809.27	166.3	680	779	732	440	634	259	604	705	928	924	579	839.41	581.74	432.28	652	687	513	332.22	760	821	314	826	1538	1245	1346	425	577	479	911	2615.52	11433.39	331
NM_020390.5	182	24	153	246	132	272	146.75	149	181	484	278	313	204	213	62	15	2145.67	2007.03	1845.79	492	596	649	431	90	132	338	179	800	250	863	245	1469	401	2334
NM_020399.3	1954	571	1289	2528	1051	1139	1777	853	872	1807	1906	1621	1243	1030.58	271.87	131	2239	1981	2150	796	823	570.19	250.86	2265	1132	2010	1589	2900.26	1071.25	477	487	1769	477	1722.65
NM_020437.4	598	121	308	775	464	235	918	337	324	626	982	804	486	963	1604	1973	1541	1720	1274	978	554	647	158	600	1109	1023	1107	1033	696	2171.75	838	1137	451	3279
NM_020438.4	504.95	95.66	375.75	199	200	141	335	151	365	752	623	418	296	281.51	548.96	694.87	548.81	704.39	640.83	336	315	655.46	275	364.53	473	505	455	691	549	703	47	146	110	261.25
NM_020439.2	97	25	90	102	96	172	567	67	199	590	118	192	75	134	318	310	887.38	795.58	568.73	14	72	93	49	23	307	396	202	211	498	2806	2274.94	569	167	1355
NM_020536.4	862.97	202	612.11	1025.61	736.06	335.75	946.46	924	1025	1559	1326	1141	720	1286.18	1377.44	1372.8	1659	1681	1298	833	1221	1787	364	1171	1070	1165	974	1161	852	1116	183	1607	414	1970.15
NM_020640.3	256	59	203	650	130	154	580	342	189	801	1087	1136	760	945	301	207	1536	1653	1718	740.69	806	806	650	683	602	1103	952	586	460	281	244	1052	371	422
NM_020650.2	107	25	101	59	149	550	485	43	61	56	51	67	23	41	120	117	327.07	452.1	226.24	143	56	240	1052	48	136	121	41	1586	1570	767.36	156.38	76	384	1448
NM_020673.2	507.02	86	307	514.29	318.73	199	575	444	462.19	452	1026	1161	693	1181	612	299	2461	2677	2805	573	1294	321	464	447	453.95	1428.59	1220.64	1633	1328	941	275	819	364	887
NM_020685.4	755.45	190.59	624	769	581	363	386	249	62.22	135	650.21	350.7	211.4	726	545	621	161.62	187.36	97.78	126	146	299	268	954	535.14	744.92	152.87	566	501	930	97.41	63	7	23
NM_020699.3	346	306	181	886.02	193.39	120	886	343	313.73	931.68	97.74	99.26	68.94	736.45	1438.94	1676.03	1364.75	1332.6	1166.46	1558	1295.75	1140	86	329	390.1	796.89	1084.02	977	410	448.89	487	2377	671	3340
NM_020755.3	4654	647	4336	11240	2221	573	8562.12	6213.8	3483.36	10251.31	9985	9671	6350	11148.07	3617.31	2743.87	14995	14061	13612	6647	6960.22	7353	731	7437	8885	14814	9783	27170.91	13004.4	22543	3350.44	6578.32	716.6	6030.99
NM_020783.3	20592	4058	12410	15048	8145	5250	9767	7671	10857	21626	19049	14529	11557	16164	3547	3196	20357	14304	17531	8552	11423	7099	9159	14785	12145	18835.16	17249	17776	5808	12425	1700	4621	1737	2868
NM_020805.2	1	0	1	2	4	1	7	4	2	2	2	12	1	1	6	0	8	11	9	13	4	4	5	2	13	15	8	4	8	6	0	0	2	6
NM_020825.3	1645	215	608	2920.19	1419.12	251	654	1070	837	2349	1845	1517	833.83	1630	2520	2650	1706	2227	1519	1344	1997.01	1247	8	1239	1142	1356.04	1866	1158	819	1440	30	1399	198	980
NM_020834.2	105	20	55	155	68	146	83	74.17	34	35	102	148	83	34	62	77	260	213	181	105.93	132	128	13	114	140	160	137	114.42	124	241	128.56	248	112	332
NM_020841.4	606	72	415	2088	925	1295	209	1075	246	1001	1452	1546	1092	1091.04	252.98	105.14	3488.13	3131.8	3576.94	1276.14	951	1426	1582	891	607	1799	1576	0	2.5	818	157	1282	296	1750
NM_020870.3	8	5	11.24	26	8	2	132	30.93	6	21	63	59	31	27	43	35	130	115	137	119	117	35	7	4	71	110	67	252	130	781	25	207.95	65	151
NM_020927.2	7906	1258	5896	6770	3331	1494	3766	2503	5107	9330	5979	6024	3311	5471	5289	4698	7209	9203	9171	5366	1954.83	2131	1215	3935	6369	6684	6300	4634	4348	4349	5971.72	3183	995	5369.17
NM_020928.1	268.51	50.73	182.8	234	146	197	465	171	39	353	593.63	491.76	327.76	368	179	59	1339.39	1128.53	1035.29	336	268.21	485	289	204.42	213	425	525	570	210	478	32	688	144	431.42
NM_020940.3	609	80.7	335	744	452	392	656	432.96	545	1102	1086	863	645	995	320	206	1310	1245	1161	469	439	1011	544	637	490	890	918	487	395	299	157	679	108	2907
NM_020949.2	294.82	33	198.35	1689	75.83	100.93	2082	560	324	1786	1595	1880	1049	909	569	230	3716.47	4372.17	4741.9	2776	1983	1012	145	147	760	2560	2484	1234	609	129	22	5268.55	871	4531
NM_021025.3	219	72	389	508	968	1521	1159.88	378.85	1070	969	159	180	33	299	410	1211	20	19	10	4	46	232	671	76	152	138	168	325	647	5383	53	96	99	1129
NM_021072.3	1036	196	877	1136	448	228	1251	884	575.06	1001.52	997.61	1519.69	579.96	974	942	410	2611	2537	3522	921	1136.94	901	574	420	564	1585	983.48	1343	589	1619	233	667	135	910
NM_021141.3	4030	1174	3411	4272.5	3081.79	1673.43	4304	1999	1733.98	3342.2	3729	3992	2398	2916	1325	633	6413	6142	6280	2465	3054	3951.92	2490	1597.71	1563	2861.79	3115	444	305	441	555	976	233	1671
NM_021156.3	1023	227	778	572	327	116	360	651	188	1371	1210	1497	811	1699	1876	975	1856	1953	1715	1495	2060	832	219	1429	1230	3305	2783	6815	3963	1097	179.68	1031	274	5698
NM_021205.5	612	144	673	697.48	274.84	323.55	258.14	53	283.65	648.09	0.5	2	0	33	58.77	69.5	222.92	216.37	162.57	275	36	454.85	433	0	91	219	117	516	222	358.62	32	37	22	481
NM_021218.2	257	85	160	418.82	150.06	82.72	159.25	178.26	83	313.5	587	469	302	429	355.25	361	587	556	602	362	491.78	385	104	341	807	953	1425	215	175	421	60.75	149	56	120
NM_021252.4	3505	598	2301	3133	1440	2004	1789	1647	1663	3269	3145	3014	1947	3310	1518	1354	4943	3996	3877	1372.9	1371	2096	1987	1954	2376	3561	2706	3259	1985	2972	334.55	1889.64	600.97	3098
NM_021643.3	2457	710	1966	1768	751	615	1585	722	657	762	1265	1214	602	1668	2111	2071	727	1165	933	333	491.82	995	697	919	1096	1357	1112	733	714	1767	5	244	32	253
NM_021800.2	2703	598	2136	1638	1759	708	127.75	547	708	1538	774	562	394	191	87	220	541	474	426	26	110	110	241	1059	334	346	336	573	948	1868	137	476	154	582
NM_021916.3	49	6	32	65	11	0	123	9	16	41	89	104	40	115	184	276	161	162	129	13.49	119	31	2	23	156	162	180	11	17	20	3	45	15	62
NM_021928.3	1203	111	729	1776	402	194	582	455	229	885	1042	1007	770	1213	323	286	905	670	895	1273	1274	296	136	905	1118	1894	1549	333	397	319	1736	625	278	1640.6
